<<<<<<< HEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
﻿participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,t_select,cat,token,row,col,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,1,1,-1,2,11,-1,-1,0.388888889,-0.384259259,1,0,0,18.4153,Pumice_rect,8,18.415,0,0,0,0,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,1,2,-1,7,5,-1,-1,-0.09537037,-0.396296296,1,0,0,7.3534,Pegmatite_rect,6,7.353,0,1,0,1,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,1,3,-1,8,16,-1,-1,0.371296296,-0.403703704,1,0,0,3.8903,Pumice_rect,8,3.89,1,2,0,2,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,1,4,-1,1,5,-1,-1,0.137037037,-0.242592593,1,0,0,5.2139,Diorite_rect,3,5.214,0,3,0,3,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,1,5,-1,4,14,-1,-1,-0.347222222,-0.262962963,1,0,0,8.0114,Andesite_rect,1,8.011,0,4,0,4,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,1,6,-1,2,8,-1,-1,-0.151851852,-0.403703704,1,0,0,17.3503,Pegmatite_rect,6,17.35,0,5,0,5,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,1,7,-1,8,8,-1,-1,0.367592593,-0.39537037,1,0,0,6.7132,Pumice_rect,8,6.713,1,6,0,6,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,1,8,-1,5,11,-1,-1,-0.409259259,-0.384259259,1,0,0,2.1378,Obsidian_rect,5,2.138,1,7,0,7,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,1,9,-1,5,12,-1,-1,-0.393518519,-0.378703704,1,0,0,2.4976,Obsidian_rect,5,2.498,1,8,0,8,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,1,10,-1,1,2,-1,-1,-0.144444444,-0.406481481,1,0,0,3.8555,Pegmatite_rect,6,3.856,0,9,0,9,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,1,11,-1,3,2,-1,-1,0.106481481,-0.237037037,1,0,0,1.8112,Diorite_rect,3,1.811,1,10,0,10,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,1,12,-1,4,13,-1,-1,-0.110185185,-0.386111111,1,0,0,2.5296,Pegmatite_rect,6,2.53,0,11,0,11,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,1,13,-1,6,5,-1,-1,-0.078703704,-0.398148148,1,0,0,3.1454,Pegmatite_rect,6,3.145,1,12,0,12,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,1,14,-1,6,9,-1,-1,-0.105555556,-0.402777778,1,0,0,4.9206,Pegmatite_rect,6,4.921,1,13,0,13,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,1,15,-1,3,15,-1,-1,0.141666667,-0.412037037,1,0,0,4.3259,Peridotite_rect,7,4.326,0,14,0,14,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,1,16,-1,7,8,-1,-1,0.069444444,-0.392592593,1,0,0,7.1387,Peridotite_rect,7,7.139,1,15,0,15,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,2,1,,1,1,,,,,,,,,,7,5.796,0,,,,,,0.085185185,-0.250925926,1,0,0,5.7964,Diorite_rect,0,0,0,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,2,2,,7,6,,,,,,,,,,3,5.72,0,,,,,,-0.128703704,-0.415740741,1,0,0,5.7203,Pegmatite_rect,1,0,1,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,2,3,,3,9,,,,,,,,,,6,3.679,0,,,,,,-0.123148148,-0.406481481,1,0,0,3.679,Pegmatite_rect,2,0,2,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,2,4,,6,13,,,,,,,,,,6,2.983,0,,,,,,-0.411111111,-0.249074074,1,0,0,2.983,Andesite_rect,3,0,3,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,2,5,,2,12,,,,,,,,,,1,5.097,1,,,,,,-0.175925926,-0.248148148,1,0,0,5.0973,Basalt_rect,4,0,4,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,2,6,,4,10,,,,,,,,,,2,5.131,1,,,,,,0.359259259,-0.266666667,1,0,0,5.1306,Gabbro_rect,5,0,5,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,2,7,,8,3,,,,,,,,,,4,6.118,1,,,,,,0.373148148,-0.392592593,1,0,0,6.1177,Pumice_rect,6,0,6,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,2,8,,5,7,,,,,,,,,,8,3.44,1,,,,,,-0.351851852,-0.384259259,1,0,0,3.4397,Obsidian_rect,7,0,7,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,2,9,,6,10,,,,,,,,,,5,10.351,0,,,,,,-0.377777778,-0.25462963,1,0,0,10.3514,Andesite_rect,8,0,8,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,2,10,,1,4,,,,,,,,,,1,6.553,0,,,,,,-0.083333333,-0.255555556,1,0,0,6.5533,Basalt_rect,9,0,9,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,2,11,,2,2,,,,,,,,,,2,2.559,1,,,,,,-0.089814815,-0.248148148,1,0,0,2.5587,Basalt_rect,10,0,10,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,2,12,,8,4,,,,,,,,,,2,2.199,1,,,,,,0.341666667,-0.393518519,1,0,0,2.1992,Pumice_rect,11,0,11,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,2,13,,5,8,,,,,,,,,,8,2.488,1,,,,,,-0.456481481,-0.406481481,1,0,0,2.4878,Obsidian_rect,12,0,12,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,2,14,,4,3,,,,,,,,,,5,3.17,0,,,,,,-0.086111111,-0.413888889,1,0,0,3.1702,Pegmatite_rect,13,0,13,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,2,15,,7,15,,,,,,,,,,6,6.183,0,,,,,,-0.372222222,-0.251851852,1,0,0,6.1827,Andesite_rect,14,0,14,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,2,2,16,,3,10,,,,,,,,,,1,3.997,1,,,,,,0.117592593,-0.269444444,1,0,0,3.9967,Diorite_rect,15,0,15,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,1,1,-1,5,5,-1,-1,-0.397222222,-0.397222222,1,0,0,3.5599,Obsidian_rect,5,3.56,1,0,0,0,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,1,2,-1,4,12,-1,-1,-0.052777778,-0.27037037,1,0,0,3.1557,Basalt_rect,2,3.156,0,1,0,1,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,1,3,-1,5,2,-1,-1,-0.386111111,-0.390740741,1,0,0,2.1188,Obsidian_rect,5,2.119,1,2,0,2,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,1,4,-1,2,1,-1,-1,-0.090740741,-0.248148148,1,0,0,2.835,Basalt_rect,2,2.835,1,3,0,3,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,1,5,-1,8,14,-1,-1,0.393518519,-0.406481481,1,0,0,2.1621,Pumice_rect,8,2.162,1,4,0,4,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,1,6,-1,6,11,-1,-1,0.119444444,-0.389814815,1,0,0,3.8666,Peridotite_rect,7,3.867,0,5,0,5,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,1,7,-1,3,8,-1,-1,0.102777778,-0.25,1,0,0,4.6515,Diorite_rect,3,4.651,1,6,0,6,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,1,8,-1,8,9,-1,-1,0.409259259,-0.415740741,1,0,0,1.4423,Pumice_rect,8,1.442,1,7,0,7,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,1,9,-1,1,16,-1,-1,-0.163888889,-0.40462963,1,0,0,5.3985,Pegmatite_rect,6,5.399,0,8,0,8,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,1,10,-1,2,16,-1,-1,-0.092592593,-0.234259259,1,0,0,2.8044,Basalt_rect,2,2.804,1,9,0,9,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,1,11,-1,6,12,-1,-1,-0.123148148,-0.393518519,1,0,0,2.5757,Pegmatite_rect,6,2.576,1,10,0,10,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,1,12,-1,7,13,-1,-1,-0.386111111,-0.248148148,1,0,0,8.7245,Andesite_rect,1,8.725,0,11,0,11,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,1,13,-1,7,7,-1,-1,0.123148148,-0.389814815,1,0,0,5.1359,Peridotite_rect,7,5.136,1,12,0,12,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,1,14,-1,1,7,-1,-1,-0.112962963,-0.4,1,0,0,3.611,Pegmatite_rect,6,3.611,0,13,0,13,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,1,15,-1,3,12,-1,-1,-0.44537037,-0.248148148,1,0,0,3.6549,Andesite_rect,1,3.655,0,14,0,14,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,1,16,-1,4,5,-1,-1,0.37037037,-0.237037037,1,0,0,2.5411,Gabbro_rect,4,2.541,1,15,0,15,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,2,1,,5,6,,,,,,,,,,4,1.828,1,,,,,,-0.426851852,-0.419444444,1,0,0,1.8282,Obsidian_rect,0,0,0,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,2,2,,7,10,,,,,,,,,,5,2.943,1,,,,,,0.116666667,-0.391666667,1,0,0,2.943,Peridotite_rect,1,0,1,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,2,3,,8,10,,,,,,,,,,7,3.915,1,,,,,,0.394444444,-0.40462963,1,0,0,3.9152,Pumice_rect,2,0,2,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,2,4,,3,7,,,,,,,,,,8,7.161,0,,,,,,-0.376851852,-0.25462963,1,0,0,7.1611,Andesite_rect,3,0,3,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,2,5,,2,5,,,,,,,,,,1,3.885,1,,,,,,-0.134259259,-0.238888889,1,0,0,3.8846,Basalt_rect,4,0,4,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,2,6,,4,16,,,,,,,,,,2,4.702,1,,,,,,0.398148148,-0.250925926,1,0,0,4.7021,Gabbro_rect,5,0,5,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,2,7,,8,6,,,,,,,,,,4,5.071,1,,,,,,0.382407407,-0.396296296,1,0,0,5.0711,Pumice_rect,6,0,6,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,2,8,,3,6,,,,,,,,,,8,7.955,1,,,,,,0.130555556,-0.249074074,1,0,0,7.9545,Diorite_rect,7,0,7,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,2,9,,7,4,,,,,,,,,,3,9.395,1,,,,,,0.102777778,-0.409259259,1,0,0,9.3953,Peridotite_rect,8,0,8,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,2,10,,4,9,,,,,,,,,,7,9.996,0,,,,,,-0.138888889,-0.391666667,1,0,0,9.9962,Pegmatite_rect,9,0,9,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,2,11,,6,15,,,,,,,,,,6,11.254,1,,,,,,-0.151851852,-0.402777778,1,0,0,11.2539,Pegmatite_rect,10,0,10,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,2,12,,5,9,,,,,,,,,,6,2.688,1,,,,,,-0.390740741,-0.397222222,1,0,0,2.6881,Obsidian_rect,11,0,11,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,2,13,,2,14,,,,,,,,,,5,4.015,0,,,,,,0.384259259,-0.248148148,1,0,0,4.0153,Gabbro_rect,12,0,12,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,2,14,,6,7,,,,,,,,,,4,6.179,1,,,,,,-0.161111111,-0.39537037,1,0,0,6.1792,Pegmatite_rect,13,0,13,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,2,15,,1,3,,,,,,,,,,6,2.559,1,,,,,,-0.366666667,-0.247222222,1,0,0,2.5592,Andesite_rect,14,0,14,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,3,2,16,,1,10,,,,,,,,,,1,12.266,0,,,,,,0.403703704,-0.243518519,1,0,0,12.266,Gabbro_rect,15,0,15,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,1,1,-1,6,12,-1,-1,-0.472222222,-0.241666667,1,0,0,3.9365,Andesite_rect,1,3.937,0,0,0,0,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,1,2,-1,5,5,-1,-1,-0.440740741,-0.410185185,1,0,0,2.9185,Obsidian_rect,5,2.918,1,1,0,1,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,1,3,-1,2,16,-1,-1,-0.112037037,-0.244444444,1,0,0,6.6366,Basalt_rect,2,6.637,1,2,0,2,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,1,4,-1,8,9,-1,-1,0.39537037,-0.40462963,1,0,0,2.1079,Pumice_rect,8,2.108,1,3,0,3,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,1,5,-1,7,16,-1,-1,0.121296296,-0.398148148,1,0,0,8.1484,Peridotite_rect,7,8.148,1,4,0,4,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,1,6,-1,4,14,-1,-1,0.328703704,-0.266666667,1,0,0,2.488,Gabbro_rect,4,2.488,1,5,0,5,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,1,7,-1,4,8,-1,-1,0.4,-0.258333333,1,0,0,9.0401,Gabbro_rect,4,9.04,1,6,0,6,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,1,8,-1,1,7,-1,-1,-0.4,-0.237037037,1,0,0,1.7671,Andesite_rect,1,1.767,1,7,0,7,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,1,9,-1,3,8,-1,-1,0.117592593,-0.256481481,1,0,0,2.541,Diorite_rect,3,2.541,1,8,0,8,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,1,10,-1,1,11,-1,-1,-0.396296296,-0.237962963,1,0,0,2.1946,Andesite_rect,1,2.195,1,9,0,9,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,1,11,-1,7,13,-1,-1,0.134259259,-0.389814815,1,0,0,1.3812,Peridotite_rect,7,1.381,1,10,0,10,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,1,12,-1,3,15,-1,-1,0.109259259,-0.240740741,1,0,0,8.6541,Diorite_rect,3,8.654,1,11,0,11,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,1,13,-1,8,8,-1,-1,0.412037037,-0.398148148,1,0,0,3.2075,Pumice_rect,8,3.207,1,12,0,12,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,1,14,-1,6,5,-1,-1,-0.14537037,-0.382407407,1,0,0,7.7688,Pegmatite_rect,6,7.769,1,13,0,13,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,1,15,-1,5,10,-1,-1,-0.393518519,-0.401851852,1,0,0,2.5372,Obsidian_rect,5,2.537,1,14,0,14,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,1,16,-1,2,6,-1,-1,-0.099074074,-0.236111111,1,0,0,2.8557,Basalt_rect,2,2.856,1,15,0,15,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,2,1,,8,15,,,,,,,,,,2,1.432,1,,,,,,0.352777778,-0.378703704,1,0,0,1.4324,Pumice_rect,0,0,0,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,2,2,,8,4,,,,,,,,,,8,2.893,1,,,,,,0.37962963,-0.409259259,1,0,0,2.8932,Pumice_rect,1,0,1,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,2,3,,2,10,,,,,,,,,,8,2.226,1,,,,,,-0.124074074,-0.250925926,1,0,0,2.2258,Basalt_rect,2,0,2,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,2,4,,7,10,,,,,,,,,,2,5.959,1,,,,,,0.126851852,-0.396296296,1,0,0,5.9594,Peridotite_rect,3,0,3,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,2,5,,6,8,,,,,,,,,,7,3.606,1,,,,,,-0.138888889,-0.398148148,1,0,0,3.6056,Pegmatite_rect,4,0,4,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,2,6,,4,9,,,,,,,,,,6,13.936,0,,,,,,-0.397222222,-0.233333333,1,0,0,13.936,Andesite_rect,5,0,5,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,2,7,,2,5,,,,,,,,,,1,1.759,1,,,,,,-0.100925926,-0.257407407,1,0,0,1.7592,Basalt_rect,6,0,6,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,2,8,,3,7,,,,,,,,,,2,2.935,0,,,,,,-0.369444444,-0.243518519,1,0,0,2.9349,Andesite_rect,7,0,7,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,2,9,,5,14,,,,,,,,,,1,3.602,1,,,,,,-0.417592593,-0.408333333,1,0,0,3.6021,Obsidian_rect,8,0,8,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,2,10,,1,6,,,,,,,,,,5,8.654,1,,,,,,-0.383333333,-0.25,1,0,0,8.6539,Andesite_rect,9,0,9,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,2,11,,7,15,,,,,,,,,,1,4.009,1,,,,,,0.133333333,-0.401851852,1,0,0,4.0085,Peridotite_rect,10,0,10,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,2,12,,4,1,,,,,,,,,,7,3.018,1,,,,,,0.373148148,-0.237962963,1,0,0,3.0184,Gabbro_rect,11,0,11,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,2,13,,1,9,,,,,,,,,,4,9.763,0,,,,,,-0.122222222,-0.25,1,0,0,9.7626,Basalt_rect,12,0,12,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,2,14,,3,11,,,,,,,,,,2,2.9,1,,,,,,0.125,-0.247222222,1,0,0,2.8996,Diorite_rect,13,0,13,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,2,15,,6,10,,,,,,,,,,3,1.547,0,,,,,,0.137037037,-0.40462963,1,0,0,1.5469,Peridotite_rect,14,0,14,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,4,2,16,,5,9,,,,,,,,,,7,3.034,1,,,,,,-0.348148148,-0.401851852,1,0,0,3.0339,Obsidian_rect,15,0,15,0,1
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,5,1,1,-1,6,3,-1,-1,-0.102777778,-0.398148148,1,0,0,3.2709,Pegmatite_rect,6,3.271,1,0,0,0,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,5,1,2,-1,5,12,-1,-1,-0.390740741,-0.401851852,1,0,0,2.1852,Obsidian_rect,5,2.185,1,1,0,1,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,5,1,3,-1,7,8,-1,-1,0.117592593,-0.398148148,1,0,0,2.5302,Peridotite_rect,7,2.53,1,2,0,2,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,5,1,4,-1,1,5,-1,-1,-0.373148148,-0.265740741,1,0,0,6.8701,Andesite_rect,1,6.87,1,3,0,3,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,5,1,5,-1,5,4,-1,-1,-0.392592593,-0.40462963,1,0,0,3.9077,Obsidian_rect,5,3.908,1,4,0,4,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,5,1,6,-1,2,8,-1,-1,-0.056481481,-0.22962963,1,0,0,1.7502,Basalt_rect,2,1.75,1,5,0,5,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,5,1,7,-1,2,11,-1,-1,-0.114814815,-0.257407407,1,0,0,10.4484,Basalt_rect,2,10.448,1,6,0,6,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,5,1,8,-1,7,12,-1,-1,-0.415740741,-0.266666667,1,0,0,4.5559,Andesite_rect,1,4.556,0,7,0,7,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,5,1,9,-1,1,16,-1,-1,-0.122222222,-0.397222222,1,0,0,6.1266,Pegmatite_rect,6,6.127,0,8,0,8,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,5,1,10,-1,4,13,-1,-1,0.394444444,-0.253703704,1,0,0,2.1859,Gabbro_rect,4,2.186,1,9,0,9,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,5,1,11,-1,3,2,-1,-1,0.138888889,-0.244444444,1,0,0,1.7982,Diorite_rect,3,1.798,1,10,0,10,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,5,1,12,-1,3,12,-1,-1,0.132407407,-0.238888889,1,0,0,2.6212,Diorite_rect,3,2.621,1,11,0,11,0,1,,,,,,,,,,,,
117,TCN,2024-04-18_17h08.29.928,LearnStrategy,2023.2.3,Win32,4.000032,5,1,13,-1,6,9,-1,-1,0.14537037,-0.397222222,1,0,0,2.2655,Peridotite_rect,7,2.265,0,12,0,12,0,1,,,,,,,,,,,,
